Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
IMAWUO,3.6197,2.97399,3.61101,886.224,2.12887,504.83,237.135,0.0,0.0,135.858,0.1533,0.07201,0.0,0.0,0.0
IGUSIO,2.00836,0.9862,1.94012,430.022,2.38613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISITOU,1.80116,1.0781,1.80116,1000.11,2.04605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORHAX,2.11958,1.18839,2.0893,768.238,2.42132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUVJIR,2.50633,1.07997,2.45225,1811.52,1.68376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUMRIS,2.0098,1.0454,2.0098,3019.64,1.92208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORHAX03,2.11096,1.19333,2.08436,759.694,2.44855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVIXIW,3.69588,3.20784,3.69588,602.382,1.83643,374.249,203.791,0.0,0.0,55.13,0.09152,0.0498357,0.0,0.0,0.0
HUTGOT,4.38908,1.7096,4.38649,4200.61,1.37452,0.0,0.0,859.367,625.211,0.0,0.0,0.0,816.85,0.19446,0.141475
INALIT,2.60311,1.435,2.60311,1304.08,1.72215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOPUB,1.77235,0.96884,1.77235,804.778,2.27847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGUSOU,1.60662,0.912,1.5976,850.412,3.50558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JALZEF,4.47459,1.90193,4.47459,1286.6,1.37147,0.0,0.0,757.187,552.098,0.0,0.0,0.0,254.902,0.19812,0.144458
HOJJEX,3.54438,1.9511,3.54023,1184.85,1.89524,0.0,0.0,313.591,165.463,0.0,0.0,0.0,115.594,0.09756,0.0514765
ISOPUB01,1.76675,0.96971,1.76406,802.789,2.28411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORHAX01,2.10469,1.17821,2.01627,762.815,2.43853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IYEWEO,2.15736,1.00325,2.15736,1759.34,2.27332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JANJUH,2.81291,1.51016,2.74716,3263.34,2.20879,0.0,0.0,13.9916,6.3345,0.0,0.0,0.0,35.1788,0.01078,0.0048805
ILORAF,1.57024,0.78311,1.47818,641.122,2.77613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISITUA,2.14976,1.09477,2.07251,900.965,1.71869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HESLUN,1.69852,0.8757,1.66784,852.115,3.47688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWIPOV,4.93473,2.16834,4.93473,1555.99,1.24959,0.0,0.0,918.117,734.737,0.0,0.0,0.0,325.482,0.20918,0.167399
JAXROS,2.72136,2.30612,2.69849,1566.83,3.44121,0.0,0.0,2.5626,0.744679,0.0,0.0,0.0,0.0,0.0,0.0
IDONOF,1.90513,1.39194,1.90513,2052.49,2.40104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOPUB02,1.73413,0.94154,1.73391,789.381,2.32291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEXFOJ,2.88809,2.68484,2.88754,993.48,1.94281,74.5207,38.3571,0.0,0.0,50.1906,0.05052,0.0260035,0.0,0.0,0.0
LINNUS,2.17419,1.02733,2.10644,2771.78,1.87962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LELLUL,2.23504,1.04435,2.01765,1127.36,2.8773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIMZIS,2.18663,1.2456,1.84795,1877.42,2.20696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAFMUC,1.92901,1.27417,1.92518,507.35,2.25178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIJNIC,4.16409,2.21474,4.16409,2118.69,1.3958,0.0,0.0,697.544,499.745,0.0,0.0,0.0,376.957,0.17792,0.127468
LASWEH,1.50476,0.87541,1.50476,905.484,2.52425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHVAE,1.30254,0.68145,1.29696,565.541,2.9474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEXPAH,3.03859,1.9188,3.02994,748.869,1.7654,0.0,0.0,78.7048,44.582,0.0,0.0,0.0,42.7754,0.05712,0.0323553
LAWQEH,1.91511,0.95736,1.80838,1510.62,3.60368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEDXIC,5.40706,3.97399,4.18722,4105.45,1.2475,2307.41,1849.63,0.0,0.0,1766.82,0.43036,0.344979,0.0,0.0,0.0
JUQBEF01,3.8328,2.54475,3.77664,4183.51,1.72488,0.0,0.0,401.431,232.73,0.0,0.0,0.0,499.594,0.11942,0.0692338
KIJRIG,4.90729,4.31779,4.90398,4127.16,1.43308,756.986,528.224,0.0,0.0,690.804,0.16738,0.116798,0.0,0.0,0.0
LAWQAD,1.8082,1.05426,1.7965,1610.59,3.76767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JODHAM,1.61448,0.77987,1.5737,743.466,2.53705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOFHIX,2.1451,0.94335,1.95919,2644.11,2.40142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUPZEC,5.83099,2.25557,5.83099,1200.86,1.23124,0.0,0.0,1422.16,1155.07,0.0,0.0,0.0,416.003,0.34642,0.28136
LARMUN,2.06039,1.39464,1.9007,1778.59,2.43146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAWPIJ,1.47374,0.8335,1.47374,1770.52,3.24061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKVUS,2.06464,0.97999,1.99883,1996.78,2.71393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIDQIY,7.11113,4.78326,6.93599,3519.73,0.866681,2779.82,3207.43,0.0,0.0,2006.46,0.57006,0.657751,0.0,0.0,0.0
JEXLEG,1.45723,0.58731,1.45721,1119.33,7.36446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOGXUA,2.95157,1.26567,2.95148,997.467,4.89238,0.0,0.0,107.178,21.907,0.0,0.0,0.0,60.267,0.06042,0.0123498
KAWPUV,2.0111,0.75594,1.15386,456.575,3.14163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEXLIK,1.75668,0.72714,1.73449,1115.51,2.89315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIBVEX,3.53826,1.93628,3.51957,998.354,1.64752,0.0,0.0,322.487,195.741,0.0,0.0,0.0,89.752,0.0899,0.0545668
KOHZIS,2.07037,1.04845,2.0039,1420.07,2.37143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEDGEF,4.22093,3.25362,4.00274,4784.59,2.28744,718.57,314.138,0.0,0.0,673.957,0.14086,0.0615798,0.0,0.0,0.0
KEGYEB,2.32456,0.95238,2.25336,1016.83,3.46355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KURXON,2.10997,1.16506,2.08691,774.016,1.75131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIGLET,2.34494,1.07089,2.34494,1627.36,1.77231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIBVOH,2.52741,1.17442,2.38233,1950.71,1.75794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATBIU,3.06127,1.60747,3.04596,1149.42,1.82372,0.0,0.0,84.3182,46.2343,0.0,0.0,0.0,53.356,0.04642,0.0254535
LIJYEJ,2.36494,1.22596,2.36494,1325.72,1.84972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOXPET,2.35874,1.16767,1.73041,1601.19,3.16785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAZWOY,1.96516,1.23743,1.92607,1198.36,1.96251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUGDEW,1.50966,0.92133,1.48085,1117.53,2.72173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUSJAK,3.77463,1.01116,3.55053,7755.73,4.99315,0.0,0.0,134.937,27.0244,0.0,0.0,0.0,271.606,0.03502,0.00701361
KAMTOH08,1.85695,1.00146,1.51761,666.789,2.44037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LADFED,3.01927,1.14685,2.96276,1744.4,2.00863,0.0,0.0,20.9014,10.4058,0.0,0.0,0.0,25.6078,0.01468,0.00730845
KAQSIE,4.17601,2.14013,4.16866,9334.55,1.89616,0.0,0.0,373.633,197.047,0.0,0.0,0.0,787.649,0.08438,0.0445005
LARNOI,2.0322,1.08749,2.03068,1004.3,2.2552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIGLIX,2.25639,1.63754,2.25639,1864.99,2.15149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMLUP,6.23373,5.61818,6.22645,2266.67,0.96439,2446.27,2536.59,0.0,0.0,1252.43,0.55254,0.572943,0.0,0.0,0.0
KATBEQ,2.75207,1.3981,2.36237,1197.37,1.87549,0.0,0.0,2.00249,1.06772,0.0,0.0,0.0,0.0,0.0,0.0
LEZJAC,2.24379,1.05354,2.10863,1806.85,1.78003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAVPUV,2.22422,0.73176,1.73638,3189.91,2.79793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUPZIG,3.42432,1.61174,3.42111,1487.61,2.02372,0.0,0.0,229.58,113.444,0.0,0.0,0.0,150.011,0.10084,0.049829
KEWPUZ,2.27318,0.99457,2.27318,2067.61,1.99239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEGYAX,3.18433,1.5348,2.90062,888.958,2.63317,0.0,0.0,109.763,41.6848,0.0,0.0,0.0,53.5686,0.06026,0.0228849
KIGKUI01,2.03877,0.99667,2.03877,1876.51,2.13828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIVNUA,2.5181,1.08613,2.51653,985.997,1.7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KADFIF,2.23216,1.05916,1.81838,1948.05,2.12097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIDGEJ,1.96643,1.21784,1.9339,1556.39,2.19782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUMCIF,2.83124,1.23085,2.77181,1000.79,1.65683,0.0,0.0,7.65462,4.62004,0.0,0.0,0.0,0.0,0.0,0.0
KAWPOP,1.55214,0.92458,1.54733,656.336,2.9847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIGKUI,2.21229,1.13883,1.64714,947.225,2.11803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOHVOT,2.91327,1.68999,2.91327,3752.19,1.91964,0.0,0.0,42.9827,22.3911,0.0,0.0,0.0,22.8133,0.00608,0.00316727
JOFPOL,1.61774,1.00476,1.49269,1406.7,2.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINPUU,2.12905,1.4341,2.1261,1550.68,1.81713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEYQUD,2.0007,0.97471,1.679,1144.06,3.72736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIHNAV,3.02391,1.25826,2.50958,783.704,2.68193,0.0,0.0,38.9659,14.5291,0.0,0.0,0.0,31.0974,0.03968,0.0147953
NEMZOW,1.90087,0.95531,1.90087,1313.19,3.79211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMHAT,3.28236,1.48336,3.27596,2925.35,2.03476,0.0,0.0,134.984,66.3391,0.0,0.0,0.0,141.411,0.04834,0.0237571
MARQOL,1.90329,1.13712,1.74166,1020.24,2.2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAJDEI,2.53027,1.03503,2.53027,748.717,2.02791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NESFAS,2.49581,1.11111,1.91424,2479.3,1.66034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOTKAI,2.20972,1.27757,2.09723,2566.85,1.58211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAJSAS,6.45353,4.1859,6.45353,4145.13,0.974477,3329.78,3416.99,0.0,0.0,2529.52,0.61024,0.626223,0.0,0.0,0.0
MUNLIT,2.1551,1.62538,2.05664,2047.45,2.88347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAFYEA,1.8899,0.88651,1.78721,3831.31,3.62459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LURDEI,3.88618,2.12809,3.88618,711.147,2.1198,0.0,0.0,626.208,295.409,0.0,0.0,0.0,117.809,0.16566,0.078149
MARHEU,2.25032,0.80622,1.87284,969.648,2.88309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIJJIZ,1.50905,0.79236,1.48477,789.523,2.59081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAQSAC,2.87315,1.30597,2.83083,1410.13,1.80923,0.0,0.0,36.3641,20.0992,0.0,0.0,0.0,38.2991,0.02716,0.0150119
MAJPIX,1.7923,1.03264,1.78773,976.067,2.02151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LURCUX,3.50232,2.88692,3.26358,1224.6,1.64109,630.591,384.251,0.0,0.0,196.965,0.16084,0.098008,0.0,0.0,0.0
LIRXUG,1.64325,0.95441,1.62983,643.444,2.6322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOHHUN,2.06284,1.13756,2.00596,664.034,2.65994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIVFUT,14.47375,11.49562,14.47375,2790.07,0.320258,1680.74,5248.07,0.0,0.0,2449.63,0.87798,2.74148,0.0,0.0,0.0
LOVJAJ,2.10799,1.19808,1.97446,1396.11,1.62584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAFJEL,4.0453,2.45363,3.88019,1372.46,1.82018,0.0,0.0,1005.98,552.685,0.0,0.0,0.0,379.897,0.2768,0.152073
LUPJOW,1.11071,0.75351,1.1015,419.001,3.51878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIVGAA,2.52721,1.6724,2.51776,2837.4,1.88949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIMKAW,5.54121,4.87963,5.54121,2231.12,1.33478,1236.77,926.576,0.0,0.0,610.926,0.27382,0.205143,0.0,0.0,0.0
MUKRUG,2.87268,1.444,2.15354,2782.56,2.5223,0.0,0.0,20.3683,8.0753,0.0,0.0,0.0,29.6621,0.01066,0.00422631
NOLVAN,2.22551,0.82297,2.21355,520.645,4.41175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARXIN,2.62897,1.46762,2.62897,728.274,1.96131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUQPUK,3.07947,1.26289,3.06919,1572.82,1.65641,0.0,0.0,95.3351,57.5553,0.0,0.0,0.0,82.5418,0.05248,0.031683
MAYQAH,2.00616,1.13209,1.93006,1076.02,2.16686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMHIB,2.30475,1.11037,2.11776,1045.84,2.08968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIWHUW,1.83454,0.90558,1.80376,762.086,2.8588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANZAE,4.27229,2.94699,4.24653,2749.3,1.45542,527.324,362.319,0.0,0.0,369.561,0.13442,0.0923585,0.0,0.0,0.0
LIVGII,2.51551,1.695,2.51029,2836.03,1.89041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEWGUT,2.57689,1.35653,2.54043,5286.82,1.49102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAJDIM,2.09275,0.9622,2.09275,551.934,2.03481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICVUS,3.14739,1.1151,3.12659,1270.19,2.67705,0.0,0.0,86.7886,32.4195,0.0,0.0,0.0,71.7656,0.0565,0.0211054
NOKDOG,1.48614,1.0002,1.47181,522.316,2.97489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUVSAZ,2.84184,1.16194,2.84184,776.421,2.12152,0.0,0.0,33.3321,15.7115,0.0,0.0,0.0,22.5938,0.0291,0.0137166
MAJCUX,1.95609,1.00515,1.91754,2012.9,1.9609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOHJAV,2.22849,1.14912,2.21562,1236.41,2.80614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOHFEX01,2.42129,0.71404,2.40803,484.368,2.83768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NARRUT,2.5362,1.0677,2.18589,2152.85,1.97505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUNVUL,1.7134,0.85026,1.67667,921.576,2.30649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUKRIU,4.87615,2.90789,4.87615,3704.43,1.76477,855.506,484.769,0.0,0.0,699.397,0.1888,0.106983,0.0,0.0,0.0
NEGDOT,2.07688,1.2394,1.88758,1555.16,2.4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NESDUK,2.08222,1.1709,2.06126,940.527,3.12069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOGNUU,1.74873,0.93532,1.72627,1676.14,3.51721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUMQIU,3.48611,1.33778,3.39431,3389.03,1.63162,0.0,0.0,235.169,144.133,0.0,0.0,0.0,275.325,0.08124,0.0497911
LINPAA,2.3045,1.33365,2.3045,1330.75,1.9376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDGUB,2.9663,1.944,2.9663,619.713,2.30393,0.0,0.0,67.7119,29.3897,0.0,0.0,0.0,36.9721,0.05966,0.0258949
LODQIH,1.91999,1.11783,1.91953,1786.09,2.55083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MECJOT,1.57955,0.834,1.57862,838.537,2.49445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUZYUB,5.52453,5.33248,5.52453,923.284,2.28058,2025.15,887.998,0.0,0.0,396.938,0.42992,0.188513,0.0,0.0,0.0
MUMVIC,1.98344,1.07369,1.78442,4530.83,2.31058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEMZIQ,2.1847,1.43453,2.1847,781.671,2.34946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MELZOT,2.14363,1.71875,2.14363,1361.85,2.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOTLIP,2.3453,0.98511,2.3453,1358.15,2.20605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAGTOJ,2.45253,1.43679,1.88951,4028.38,1.90971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEZRUJ,2.11093,1.48502,2.07201,1085.55,2.73446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OFIDEN,1.93187,0.90249,1.89653,572.017,4.16653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBOQII,1.88939,0.91418,1.87696,595.685,2.14693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OYIHIP,1.71352,0.95349,1.56523,866.746,2.25298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBEKEM,7.1269,4.6481,7.08797,1999.72,0.97614,2252.89,2307.96,0.0,0.0,978.865,0.4895,0.501465,0.0,0.0,0.0
OYIHAH,1.86466,1.03656,1.85933,749.644,3.01569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBESUM,2.07928,1.0753,2.06989,1031.92,2.10846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OFALAK,4.40481,3.60786,4.39643,2189.48,1.85111,676.839,365.639,0.0,0.0,336.48,0.15368,0.0830204,0.0,0.0,0.0
NUWXEJ,2.20607,1.27232,2.20075,3736.73,1.8494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEMNOL,1.76924,0.78428,1.75641,1156.43,2.72751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSUWIJ,2.73458,1.61103,2.6305,1082.91,1.9753,0.0,0.0,9.64059,4.88057,0.0,0.0,0.0,0.0,0.0,0.0
PIBSOL,2.02702,0.80484,2.02702,500.405,2.77355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEBRAR,1.91356,1.21034,1.62868,1684.77,1.99291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMAYAE,3.15453,1.34346,3.13676,5219.45,1.46949,0.0,0.0,39.86,27.125,0.0,0.0,0.0,64.408,0.01234,0.00839746
PICVEE,1.55747,0.83374,1.47646,1145.61,2.16876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAJHAK,2.07096,1.35007,2.01038,730.346,1.72414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMECOA,5.10233,1.74992,4.99639,12602.7,1.69343,0.0,0.0,396.717,234.268,0.0,0.0,0.0,1067.95,0.08474,0.0500405
NUHWUI,2.37749,1.29995,2.35885,1759.92,1.97368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OYIGUA,1.68903,1.04776,1.68903,663.232,2.54327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OZIMUG,1.73944,1.01978,1.73841,853.167,3.28805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMEVUY,2.66088,1.01733,2.66088,1191.74,3.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OJEDEN,2.27721,1.45798,2.26985,2406.14,2.07611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMEBIT,5.26792,3.29336,4.95422,7302.32,1.59062,1149.48,722.659,0.0,0.0,1868.81,0.25592,0.160893,0.0,0.0,0.0
OKIKOJ,5.32355,3.91452,5.31612,6100.9,1.96843,1392.71,707.526,0.0,0.0,1719.85,0.2819,0.143211,0.0,0.0,0.0
OBEJUD,2.53488,1.43342,2.53488,1954.81,2.17839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POCPIG01,1.45106,0.99035,1.44176,575.784,2.65291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEZRUJ01,2.11799,1.48376,2.10944,1086.22,2.73279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGUTAM,1.76621,1.03647,1.67167,888.773,5.07921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEZRUJ02,2.12308,1.47913,2.11816,1082.55,2.73585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POGQEI,1.82628,1.07063,1.79701,952.423,2.15516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKOVUG,2.56188,1.03545,2.55393,1258.61,1.97462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OZOPAX,4.86491,1.97629,4.86491,4429.99,2.41303,0.0,0.0,513.752,212.908,0.0,0.0,0.0,579.443,0.1308,0.0542057
NUZSOR,1.63663,0.69107,1.17576,569.452,2.68241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAKGEP,1.67721,1.0444,1.67717,1446.63,2.23155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALSAZ,2.42579,1.09913,2.42579,1330.52,2.08721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAGTUP,1.98993,1.26313,1.98993,694.784,2.44685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSONOB,2.46776,1.72758,2.29817,664.936,2.41716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMZIF,1.92988,0.93191,1.9007,889.595,2.80716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGEHOA,2.74032,1.24859,2.34449,5683.17,3.71393,0.0,0.0,0.445858,0.12005,0.0,0.0,0.0,0.0,0.0,0.0
PERDAS,3.68176,1.71463,3.43396,816.164,1.86372,0.0,0.0,399.928,214.586,0.0,0.0,0.0,89.7453,0.10996,0.0590002
NUMZUR,1.74107,1.00153,1.62657,993.206,3.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODAVIY,7.2996,6.38859,7.29132,3837.03,0.957961,2219.91,2317.33,0.0,0.0,2083.66,0.54304,0.56687,0.0,0.0,0.0
NUNWAV,2.82419,1.92346,2.81116,1123.62,2.0341,0.0,0.0,27.469,13.5042,0.0,0.0,0.0,19.9105,0.01772,0.00871145
OJAROI,2.93381,1.64006,2.93381,2324.71,2.02929,0.0,0.0,26.5984,13.1072,0.0,0.0,0.0,31.7091,0.01364,0.00672155
OMEBEP,2.66691,1.43847,2.23731,2848.46,1.75685,0.0,0.0,0.181691,0.103419,0.0,0.0,0.0,0.0,0.0,0.0
OCIHEQ,3.4109,1.11552,3.4109,5370.44,1.77192,0.0,0.0,246.327,139.017,0.0,0.0,0.0,313.526,0.05838,0.0329474
